WKT,KABUPATEN PANDEGLANG,-6.63333,105.75
"POINT (105.75 -6.63333)",KABUPATEN PANDEGLANG,-6.63333
,105.75

"POINT (106.21667 -6.65)",KABUPATEN LEBAK	,	-6.65	,	106.21667
"POINT (106.46667 -6.2)",KABUPATEN TANGERANG	,	-6.2	,	106.46667
"POINT (106.0 -6.15)",KABUPATEN SERANG	,	-6.15	,	106
"POINT (106.62991 -6.17944)",KOTA TANGERANG	,	-6.17944	,	106.62991
"POINT (106.01667 -6.01667)",KOTA CILEGON	,	-6.01667	,	106.01667
"POINT (106.14999 -6.12563)",KOTA SERANG	,	-6.12563	,	106.14999
"POINT (106.71244 -6.29373)",KOTA TANGERANG SELATAN	,	-6.29373	,	106.71244
